"exclude_missing_info","study","author","year","class","order","family","genus","species","common_name","prenatal_dev_time","postnatal_dev_time","age_sexual_maturity","life_expectancy","unit_dev_time","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","relative_prenatal_start","relative_prenatal_end","relative_prenatal_duration","relative_postnatal_start","relative_postnatal_end","relative_postnatal_duration","relative_total_duration","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","relative_treatment_delay","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_ambiguity","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...57","ref","t1","t2","dose","units...63","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","species_phylo2","SMDH","v_SMDH"
1,"s1","Casagrande","2020","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","5","14","10","days",10,"days","NA","NA","NA","0.26315789473684209","0.73684210526315785","0.52631578947368418",0.3125,"NA","1","days",0.0526315789473684,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","basal","NA","NA","respiration","CMR","cellular metabolic rate, 'routine' as per Stier et al. 2017","pmolO2/s/mg","table2","cort","vehicle",0.85,"ug/g",3.6,1.31939380019765,17,2.76,1.31521861300698,18,1,"yes",1,"Parus_major","Parus_major",0.623042464653314,0.127223321839096
1,"s1","Casagrande","2020","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","5","14","10","days",10,"days","NA","NA","NA","0.26315789473684209","0.73684210526315785","0.52631578947368418",0.3125,"NA","1","days",0.0526315789473684,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","ambiguous","0","leak","NA","NA","respiration","Leak","cellular metabolic rate - proton leak after inhibiting ATP-dependent O2","pmolO2/s/mg","table2","cort","vehicle",0.85,"ug/g",1.65,0.824621125123532,17,1.25,0.806101730552664,18,1,"yes",2,"Parus_major","Parus_major",-0.479300045282312,0.124897549334582
1,"s1","Casagrande","2020","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","5","14","10","days",10,"days","NA","NA","NA","0.26315789473684209","0.73684210526315785","0.52631578947368418",0.3125,"NA","1","days",0.0526315789473684,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","total oxphos","NA","NA","respiration","OXPHOS","proton leak after inhibiting ATP-dependent oxygen consumption by oligomycin addition","pmolO2/s/mg","table2","cort","vehicle",0.85,"ug/g",1.96,0.783390068867356,17,1.51,0.763675323681471,18,1,"yes",3,"Parus_major","Parus_major",0.5683609392569,0.12632691766085
1,"s1","Casagrande","2020","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","5","14","10","days",10,"days","NA","NA","NA","0.26315789473684209","0.73684210526315785","0.52631578947368418",0.3125,"NA","1","days",0.0526315789473684,"cort","NA","NA","NA","NA","erythrocyte","plasma","NA","not-ambiguous","0","NA","NA","general","oxidative damage","ROM","Reactive oxygen metabolite","10 mmol/ L H2O2","table2","cort","vehicle",0.85,"ug/g",1.58,1.52554908147853,17,0.9,1.56977705423414,18,1,"yes",4,"Parus_major","Parus_major",-0.429253464927867,0.124010291791161
1,"s1","Casagrande","2020","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","5","14","10","days",10,"days","NA","NA","NA","0.26315789473684209","0.73684210526315785","0.52631578947368418",0.3125,"NA","1","days",0.0526315789473684,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","0","mitochondrial efficiency","NA","NA","respiration","FCR(L/R)","proton leak/cellular metabolic rate","unitless","table2","cort","vehicle",0.85,"ug/g",0.44,0.164924225024706,17,0.46,0.127279220613579,18,1,"yes",5,"Parus_major","Parus_major",0.132655656705905,0.122543471422145
1,"s1","Casagrande","2020","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","5","14","10","days",10,"days","NA","NA","NA","0.26315789473684209","0.73684210526315785","0.52631578947368418",0.3125,"NA","1","days",0.0526315789473684,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","ets","NA","NA","respiration","ETS","maximal capacity of the electron transport chain by adding CCCP uncoupler","pmolO2/s/mg","table2","cort","vehicle",0.85,"ug/g",7.76,3.38094661300648,17,5.92,3.39411254969543,18,1,"yes",6,"Parus_major","Parus_major",0.530712787186085,0.125579737366343
1,"s1","Casagrande","2020","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","5","14","10","days",10,"days","NA","NA","NA","0.26315789473684209","0.73684210526315785","0.52631578947368418",0.3125,"NA","1","days",0.0526315789473684,"cort","NA","NA","NA","NA","plasma/serum","plasma","NA","not-ambiguous","1","NA","general","NA","antioxidant","OXY","total antioxidant capacity","umolHOCl/mL","table2","cort","vehicle",0.85,"ug/g",230.73,59.2077967838696,17,248.41,59.2696903990564,18,1,"yes",8,"Parus_major","Parus_major",-0.291609727926847,0.122609219918334
1,"s1","Casagrande","2020","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","5","14","10","days",10,"days","NA","NA","NA","0.26315789473684209","0.73684210526315785","0.52631578947368418",0.3125,"NA","1","days",0.0526315789473684,"cort","NA","NA","NA","NA","plasma/serum","plasma","NA","not-ambiguous","0","NA","NA","general","oxidative damage","ROM",NA,"mmolI/H2O2 equivalents","table2","cort","vehicle",0.85,"ug/g",1.58,1.52554908147853,17,0.9,1.56977705423414,18,1,"yes",9,"Parus_major","Parus_major",-0.429253464927867,0.124010291791161
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"16.5","NA","days",1.26923076923077,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","mitochondrial density","mtDNA copy number","copy number","data","cort","vehicle",0.641,"ng/ug",4.87952329627273,1.46318640294894,11,6.34602868390909,2.92239757616983,10,1,"NA",34,"Parus_major","Parus_major",-0.60913959709311,0.231692011245685
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"16.5","NA","days",1.26923076923077,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","basal","NA","NA","respiration","Routine","endogenous respiration rate before permeabilization","pmolO2/s/ml","data","cort","vehicle",0.641,"ng/ug",0.60325,0.108337960274151,12,0.69875,0.163927991397553,11,1,"NA",35,"Parus_major","Parus_major",-0.662445577892371,0.206945229130626
