"exclude_missing_info","study","author","year","class","order","family","genus","species","common_name","prenatal_dev_time","postnatal_dev_time","age_sexual_maturity","life_expectancy","unit_dev_time","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","relative_prenatal_start","relative_prenatal_end","relative_prenatal_duration","relative_postnatal_start","relative_postnatal_end","relative_postnatal_duration","relative_total_duration","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","relative_treatment_delay","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_ambiguity","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...57","ref","t1","t2","dose","units...63","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","observation","species_phylo","species_phylo2","SMDH","v_SMDH"
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","isolated","not-ambiguous","1","basal","NA","NA","respiration","Basal","basal mitochondria respiration using complex I substrates","nmolO2/mL","results","low protein","control",-9,"percent",10.75,3.91918358845308,6,6.4,2.620954024778,6,1,86,"Rattus_norvegicus","Rattus_norvegicus",1.20398859005082,0.483053346438341
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","isolated","not-ambiguous","1","total oxphos","NA","NA","respiration","ADP-stimulated","oxygengen consumption stimulated with ADP using complex I substrates","nmolO2/mL","results","low protein","control",-9,"percent",30.6,25.7196422992234,6,77.12,35.1011880140829,6,1,87,"Rattus_norvegicus","Rattus_norvegicus",-1.39506140863918,0.506145429578323
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","isolated","not-ambiguous","1","ets","NA","NA","respiration","Uncoupled respiration","uncoupled respiration using carbonyl cyanide m-chlorophenyl hydrazone","nmolO2/mL","figure1","low protein","control",-9,"percent",7.5356415478615,2.88027202112646,6,9.57230142566191,2.44399185336049,6,1,88,"Rattus_norvegicus","Rattus_norvegicus",-0.703586930043931,0.425407669289026
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","isolated","not-ambiguous","1","mitochondrial capacity","NA","NA","respiration","RCR","respiratory control ratio, not listed but probably ADP-stimulated divided by basal","unitless","results","low protein","control",-9,"percent",5.83,1.78812751223172,6,8.3,1.29822956367508,6,1,89,"Rattus_norvegicus","Rattus_norvegicus",-1.45867812431951,0.516588373205295
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","0","NA","NA","NA","oxidative stress","ROS","ROS production","change in fluorescence","figure2a","low protein","control",-9,"percent",362.573099415205,289.458916275195,6,133.528265107212,33.1384015594542,6,1,90,"Rattus_norvegicus","Rattus_norvegicus",-1.02589517480268,0.50255817956178
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","membrane potential","sarafin O uptake percent of control","sarafin O uptake percent of control","figure2b","low protein","control",-9,"percent",52.0833333333334,26.0956074009321,6,99.702380952381,11.3095238095239,6,1,91,"Rattus_norvegicus","Rattus_norvegicus",-2.18491233175803,0.750283827115906
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","0","NA","NA","lipids","oxidative damage","MDA","malondialdehyde levels, lipid peroxidation","nmol/mg","figure3a","low protein","control",-9,"percent",0.238993710691824,0.103175329078792,6,0.233962264150943,0.0754716981132076,6,1,92,"Rattus_norvegicus","Rattus_norvegicus",-0.051362820153619,0.400144006501853
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","0","NA","NA","proteins","oxidative damage","protein carbonyls","protein oxidation","umol/mg","results","low protein","control",-9,"percent",26.14,8.3282651254628,6,11.7,3.11085197333464,6,1,93,"Rattus_norvegicus","Rattus_norvegicus",-2.11957044517296,0.752713241729641
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/mg","results","low protein","control",-9,"percent",5.74,0.440908153700972,6,5.1,1.88610710194305,6,1,94,"Rattus_norvegicus","Rattus_norvegicus",0.43117852156509,0.416764679824818
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/mg","results","low protein","control",-9,"percent",1.11,0.0734846922834953,6,1.17,0.0734846922834953,6,1,95,"Rattus_norvegicus","Rattus_norvegicus",-0.753418634041419,0.428381981906042
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","GPx","glutathione peroxidase (GPx) activity, converts H2O2 to H20","U/mg","results","low protein","control",-9,"percent",1.21,0.201246117974981,5,1.26,0.0670820393249937,5,1,96,"Rattus_norvegicus","Rattus_norvegicus",-0.30090111122547,0.509280501570514
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","G6PDH","glucose-6-phosphate deyhdrogenase activity","U/mg","results","low protein","control",-9,"percent",0.33,0.0223606797749979,5,0.44,0.156524758424985,5,1,97,"Rattus_norvegicus","Rattus_norvegicus",-0.888142647751096,0.594734563266795
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","GST","glutathione-S-transferase activity, enzyme which serives to detoxify electrophilic agents","U/mg","results","low protein","control",-9,"percent",7.3,1.78885438199983,5,13.9,1.87829710109982,5,1,98,"Rattus_norvegicus","Rattus_norvegicus",-3.24833632182298,1.16104794605437
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","non-enzymatic","NA","antioxidant","GSH","reduced glutathione","nmol/mg","results","low protein","control",-9,"percent",0.318,0.0318433666561813,6,0.257,0.0171464281994822,6,1,99,"Rattus_norvegicus","Rattus_norvegicus",2.20101472295388,0.715618109649119
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","0","NA","NA","general","oxidative damage","GSSG","oxidized glutathione","nmol/mg","results","low protein","control",-9,"percent",0.491,0.00489897948556636,6,0.416,0.00489897948556636,6,1,100,"Rattus_norvegicus","Rattus_norvegicus",-14.1265993882767,10.3780405138429
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","NA","NA","oxidative stress","redox state","GSH/GSSG","unitless","results","low protein","control",-9,"percent",5.5,0.489897948556636,6,8.2,0.734846922834953,6,1,101,"Rattus_norvegicus","Rattus_norvegicus",-3.98945386753092,1.31350709445696
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","CS","citrate synthase enzymatic activity","U/mg","results","low protein","control",-9,"percent",25.05,7.59341820262785,6,38.1,9.06311204829776,6,1,102,"Rattus_norvegicus","Rattus_norvegicus",-1.44030315024835,0.506904091659956
1,"s6","Ferreira","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"22","1","days",0.0454545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","NADPH","phosphate reduced NAD(P)H","umol/mg","results","low protein","control",-9,"percent",80.7,11.5126017910809,6,108.9,11.2676528168026,6,1,103,"Rattus_norvegicus","Rattus_norvegicus",-2.28442766973631,0.6610511364613
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","0","NA","NA","lipids","oxidative damage","MDA","malondialdehyde levels; lipid peroxidation","nmol/mg","results","low protein","control",-9,"percent",0.404,0.182,4,0.041,0.00894427190999916,5,1,104,"Rattus_norvegicus","Rattus_norvegicus",-2.50229559186028,1.70482755026323
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/mg","results","low protein","control",-9,"percent",4.526,0.082,4,5.357,0.228078933704979,5,1,105,"Rattus_norvegicus","Rattus_norvegicus",-4.30671818944904,2.37767358884864
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/mg","results","low protein","control",-9,"percent",0.587,0.046,4,0.84,0.120747670784989,5,1,106,"Rattus_norvegicus","Rattus_norvegicus",-2.45946978501944,1.11392755951334
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","GPx","converts H2O2 to H20","U/mg","results","low protein","control",-9,"percent",0.995,0.144,4,1.527,0.042,4,1,107,"Rattus_norvegicus","Rattus_norvegicus",-4.35680918562964,3.37313126130652
